100,0.109222784822752
105.260114526576,0.120186265541684
110.796917101478,0.135883653556991
116.624961832931,0.170107561556897
122.759568391918,0.127735769361645
129.216862281663,0.093551774051635
136.013817225326,0.107607301120841
143.168299783345,0.0907733455051089
150.6991163177,0.15715595651999
158.626062426549,0.158120362313668
166.969974979182,0.129051516919837
175.752786888082,0.147773915076205
184.997584762044,0.114007833072878
194.728669591926,0.172573614432579
204.971620628538,0.155991262282814
215.753362620577,0.156379758177434
227.102236589358,0.171214855578655
239.048074326372,0.113379019079724
251.622276809513,0.141176907994801
264.857896744071,0.143594016467863
278.789725445488,0.134060541493021
293.454384292246,0.120868930134166
308.890420989276,0.124937004631262
325.138410894933,0.125273320685439
342.241063677895,0.115645217982469
360.243335584322,0.104347090083907
379.192547610414,0.127878584844392
399.138509890961,0.140410421625079
420.133652630893,0.123544725972685
442.233163923964,0.139830312846141
465.495134820863,0.13043547718152
489.980712028078,0.0941767980113965
515.754258638885,0.134695292497952
542.883523318981,0.124610348917791
571.439818391469,0.105912472212442
601.498207289316,0.0978028416940498
633.137701868033,0.0709153363669054
666.44147009722,0.103513198254552
701.497054676928,0.122198371518838
738.396603153489,0.131018444403786
777.237110139706,0.103331939259623
818.120672276101,0.0883213163422113
861.154756603414,0.0971101506482724
906.452483051807,0.106400151549606
954.132921789321,0.0635695471452573
1004.3214062112,0.0977602965302929
1057.14986239282,0.0285259364405102
1112.75715587222,0.045875819735968
1171.28945667377,0.0375956731500722
1232.90062353251,0.0386200385130173
1297.75260832919,0.0357563222421513
1366.01588179893,0.0145836561930407
1437.86988163276,0.00638072266804412
1513.50348414978,-0.0535360247140888
1593.11550077977,-0.0394499368007271
1676.91520066142,-0.0202159199261972
1765.12286072976,-0.100204775567474
1857.97034473891,-0.132524526037604
1955.70171274199,-0.130693641210953
2058.57386263042,-0.154479963594642
2166.85720541893,-0.188750587643925
2280.83637605132,-0.20159761084239
2400.81098159542,-0.263576057586109
2527.09638879394,-0.302845065661038
2660.02455304146,-0.350611642829889
2799.94489096647,-0.367848115712166
2947.22519891231,-0.453860102433132
3102.25261973119,-0.506122679875636
3265.43466043275,-0.547322260532993
3437.200263362,-0.631906628840346
3618.0009337226,-0.688576720951733
3808.31192640899,-0.777618691465556
4008.63349526734,-0.851806821149637
4219.49220806907,-0.951632549721213
4441.44233065344,-1.10886860501497
4675.06728387762,-1.17977751029326
4920.98117720405,-1.34931900911304
5179.83042295621,-1.47744653333989
5452.29543548611,-1.61255506541969
5739.09241971993,-1.78487425903825
6040.97525378322,-2.01275739981841
6358.73747065431,-2.14322224084057
6693.214344055,-2.41181022382774
7045.28508406148,-2.62220815699939
7415.87514820686,-2.85928266928878
7805.9586741504,-3.16724519198995
8216.56104030787,-3.43105295612188
8648.76156117406,-3.75580770647864
9103.69632442226,-4.1092239446575
9582.56117723852,-4.47905571875689
10086.6148697404,-4.88108244215184
10617.1823637434,-5.31265251363546
11175.6583155717,-5.75566965577964
11763.5107420695,-6.18296726025453
12382.2848794484,-6.63522953451567
13033.6072451142,-7.17237339791698
13719.1899131513,-7.60824552672597
14440.8350147015,-8.14177170821182
15200.4394750686,-8.79538218482078
16000,-9.12092576658565
