1000,-0.077813151542572
1023.53102189903,-0.0922881657793392
1047.61575278966,-0.0579917727979121
1072.26722201032,-0.0843589470485048
1097.49876549306,-0.0811863898246379
1123.32403297803,-0.0758216667926558
1149.75699539774,-0.097102760301431
1176.811952435,-0.0897220829884371
1204.50354025878,-0.0981821939585947
1232.84673944207,-0.105602922471146
1261.85688306602,-0.114535142306255
1291.54966501488,-0.101741305589259
1321.94114846603,-0.0951037957909488
1353.04777457981,-0.129492931334864
1384.88637139387,-0.133412134426374
1417.4741629268,-0.147675357403316
1450.82877849594,-0.175894807211936
1484.96826225446,-0.135949753686106
1519.91108295293,-0.132576645612447
1555.67614393047,-0.199519615202408
1592.28279334109,-0.182793259837356
1629.75083462064,-0.187834165696343
1668.10053720006,-0.204088770794491
1707.35264747069,-0.195460074616558
1747.52840000768,-0.215563972925944
1788.64952905743,-0.204221693946419
1830.73828029537,-0.229301708503339
1873.81742286038,-0.257197865225043
1917.91026167248,-0.261635658043846
1963.04065004027,-0.236747700638674
2009.23300256504,-0.288545798854797
2056.51230834865,-0.317096665338665
2104.90414451202,-0.326775073717027
2154.43469003188,-0.341767134563455
2205.13073990304,-0.330945086752061
2257.01971963391,-0.367290575562571
2310.12970008315,-0.394378900406082
2364.4894126454,-0.424133184603894
2420.12826479438,-0.419766885142094
2477.0763559917,-0.484991679855529
2535.36449397011,-0.558563163183534
2595.02421139973,-0.709879356536076
2656.08778294668,-0.818409997584736
2718.58824273293,-1.02855887371014
2782.55940220712,-1.32103282912872
2848.03586843579,-1.71254291891152
2915.05306282517,-2.1992853484895
2983.64724028333,-2.8465995808666
3053.85550883341,-3.66594232181105
3125.71584968823,-4.63401672622904
3199.26713779737,-5.80042799373752
3274.54916287772,-7.16710624645663
3351.60265093883,-8.67348655233636
3430.46928631491,-10.2061603418318
3511.19173421512,-11.6980931933906
3593.81366380461,-13.4210871054514
3678.37977182862,-15.3424567812376
3764.93580679245,-15.8907661639803
3853.52859371051,-17.2549554761276
3944.20605943764,-17.5304737712232
4037.01725859654,-17.8225681771593
4132.01240011532,-17.4563780271014
4229.24287438948,-18.0381701774542
4328.76128108304,-18.5114320037885
4430.62145758386,-17.2318900508074
4534.87850812856,-17.644926537186
4641.58883361276,-16.9694957697603
4750.81016210278,-17.3470531333406
4862.60158006533,-17.041532641245
4977.02356433209,-17.5963986551992
5094.13801481636,-18.8811976565225
5214.00828799966,-17.3159051425776
5336.69923120628,-17.1069909928837
5462.27721768432,-17.2359902914818
5590.8101825122,-18.0069217791082
5722.36765935019,-17.8533220413199
5857.02081805664,-18.2454040356183
5994.84250318938,-18.2109847235094
6135.90727341314,-18.286698732416
6280.29144183422,-19.5440250432342
6428.07311728429,-18.1017721560769
6579.33224657564,-17.84335971327
6734.15065775079,-17.5590454444185
6892.61210434966,-16.9591071157634
7054.8023107186,-15.3805184129282
7220.80901838542,-12.6346974335028
7390.72203352574,-10.0811374706761
7564.63327554625,-7.39676640326557
7742.63682681123,-5.43575822875129
7924.82898353913,-4.32551038613636
8111.30830789682,-3.89163028612635
8302.1756813197,-3.81199017053407
8497.53435908639,-3.89649661209951
8697.49002617778,-4.02385326652349
8902.15085445033,-4.21350572704591
9111.62756115484,-4.36518070472966
9326.03346883214,-4.50189512357669
9545.48456661828,-4.66244647519108
9770.09957299219,-4.84670428146201
9999.99999999993,-5.03221883843677
